index,doi,url,custom-analysis,cited-program,used-data,cited-data,used-results,cited-results,country,report,agency,bbs_auths,notes,bbs.og_citation
,,,,,,,,,,,,,,"Loehle, Craig, Arghami, Nasser (2017). Bounded random walks as a null model for evaluating population trends. Population Ecology. 59:109-117."
,,,,,,,,,,,,,,"Loman, Zachary G., Deluca, William V., Harrison, Daniel J., Loftin, Cynthia S., Rolek, Brian W., Wood, Petra B. (2017). Landscape capability models as a tool to predict fine-scale forest bird occupancy and abundance. Landscape Ecology. 33:77-91."
,,,,,,,,,,,,,,"Maréchaux, Isabelle,  Rodrigues, Ana S.L. , Charpentier, Anne (2017). The value of coarse species range maps to inform local biodiversity conservation in a global context. Ecography. 40:1166-1176."
,,,,,,,,,,,,,,"Martin, Amanda E., Desrochers, André, Fahrig, Lenore (2017). Homogenization of dispersal ability across bird species in response to landscape change. Oikos. 126:996-1003."
,,,,,,,,,,,,,,"McCauley, Lisa A., Ribic, Christine A., Pomara, Lars Y., Zuckerberg, Benjamin (2017). The future demographic niche of a declining grassland bird fails to shfit poleward in response to climate change. Landscape Ecology. 32:807-821."
,,,,,,,,,,,,,,"McKinley, Duncan C., Miller-Rushing, Abe J., Ballard, Heidi I., Bonney, Rick,  Brown, Hutch, Cook-Patton, Susan C., Evans, Daniel M., French, Rebecca A., Parrish, Julia K., Phillips, Tina B., Ryan, Sean F., Shanley, Lea A., Shirk, Jennifer I., Stepenuck, Kristine F., Weltzin, Jake F., Wiggins, Andrea, Boyle, Owen D., Brigggs, Russell D., Chapin III, Stuart F., Hewitt, David A., Preuss, Peter W., Soukup, Michael A. (2017). Citizen science can improve conservation science, natural resoure management and environmental protection. Biological Conservation. 208:15-28."
,,,,,,,,,,,,,,"Napoletano, Brian M., Pijanowski, Bryan C., Dunning, John B. (2017). Influences of horizontal and vertical aspects of land cover and their interactions with regional factors on patterns of avian species-richness. Cogent Environmental Science. 3:1-17."
,,,,,,,,,,,,,,"Niemuth, Neal D., Estey, Michael E., Fields, Sean P., Wangler, Brian, Bishop, Andy A., Moore, Pamela J., Grosse, Roger C., Ryba, Adam J. (2017). Developing spatial models to guide conservation of grassland birds in the U.S. Northern Great Plains. Condor. 119:506-525."
,,,,,,,,,,,,,,"O'Dwyer, James P., Rominger, Andrew, Xiao, Xiao (2017). Reinterpreting Maximum Entropy in Ecology: a null hypothesis constrained by ecological mechanism. Ecology Letters. 20:832-841."
,,,,,,,,,,,,,,"Pacifici, Krishna, Reich, Brian J., Miller, David A.W., Gardner, Beth, Stauffer, Glenn, Singh, Susheela, McKerrow, Alexa, Collazo, Jaime A. (2017). Integrating multiple data sources in species distribution modeling: a framework for data fusion. Ecology. 98:840-850."
,,,,,,,,,,,,,,"Quinn, John E., Awada, Tala, Trindade, Frederico, Fulginiti, Lilyan, Perrin, Richard (2017). Combining habitat loss and agricultural intensification improves our understanding of drivers of change in avian abundance in a North American cropland anthrome. Ecology and Evolution. 7:803–814."
,,,,,,,,,,,,,,"Ralston, Joel, Deluca, William V., Feldman, Richard E., King, David I. (2017). Population trends influence species ability to track climate change. Global change biology. 23:1390-1399."
,,,,,,,,,,,,,,"Rosenberg, Kenneth V., Blancher, Peter J., Stanton, Jessica C., Panjabi, Arvind O. (2017). Use of North American Breeding Bird Survey data in avian conservation assessments. Condor. 119:594-606."
,,,,,,,,,,,,,,"Rushing, Clark S., Marra, Peter P., Studds, Colin E. (2017). Incorporating breeding abundance into spatial assignments on continuous surfaces. Ecology and Evolution. 7:3847-3855."
,,,,,,,,,,,,,,"Sauer, John R., Niven, Daniel K., Pardieck, Keith L., Ziolkowski, David J. Jr., Link, William A. (2017). Expanding the North American Breeding Bird Survey Analysis to Include Additional Species and Regions. Journal of Fish and Wildlife Management. 8:154-172."
,,,,,,,,,,,,,,"Sauer, John R., Pardieck, Keith L., Ziolowski, David J., Smith, Adam C., Hudson, Marie-Anne, Rodriquez, Vicente, Berlanga, Humberto, Niven, Daniel K., Link, William A. (2017). The first 50 years of the North American Breeding Bird Survey. Condor. 119:576-593."
,,,,,,,,,,,,,,"Scholtz, R., Polo, J.A., Fuhlendorf, S.D., Duckworth, G.D. (2017). Land cover dynamics influence distribution of breeding birds in the Great Plains, USA. Biological Conservation. 209:323-331."
,,,,,,,,,,,,,,"Socolar, Jacob B., Epanchin, Peter N., Beissinger, Steven R., Tingley, Morgan W. (2017). Phenological shifts conserve thermal niches in North American birds and reshape expectations for climate-driven range shifts. Proceedings of the National Academy of Sciences of the United States of America. 114:12976-12981."
,,,,,,,,,,,,,,"Steen, Valerie, Sofaer, Helen, Skagen, Susan K., Ray, Andrea J., Noon, Barry R. (2017). Projecting species' vulnerability to climate change: Which uncertainty sources matter most and extrapolate best?. Ecology and Evolution. 7:8841-8851."
,,,,,,,,,,,,,,"Strum, Khara M., Dybala, Kristen E., Iglecia, Monica N.,  et al. (2017). Population and Habitat Objectives for Breeding Shorebirds in California's Central Valley. San Francisco Estuary and Watershed Science. 15:1 to 16."
,,,,,,,,,,,,,,"Tanner, Evan P., Papes, Monica, Dwayne Elmore, R., Fuhlendorf, Samuel D., Davis, Craig A. (2017). Incorporating abundance information and guiding varibale selection for climate-based ensemble forecasting of species' distributional shifts. PLoS One. 12:1 to 26."
,,,,,,,,,,,,,,"van der Plas, Fors, Klink, Roel Van, Manning, Pete, Olff, Han, Fischer, Markus (2017). Sensitivity of functional diversity metrics to sampling intensity. Methods in Ecology and Evolution. 8:1072-1080."
,,,,,,,,,,,,,,"Walker, Jacob, Taylor, Philip D. (2017). Using eBird data to model population change of migratory bird species. Avian Conservation and Ecology. 12:1 to 24."
,,,,,,,,,,,,,,"Wang, Shaopeng, Loreau, Michel, Arnoldi, Jean-Francois, Fang, Jingyun, Rahman, K. Abd., Tao, Shengli, de Mazancourt, Claire (2017). An invariability-area relationship sheds new light on the spatial scaling of ecological stability. Nature Communications. 8:"
,,,,,,,,,,,,,,"Wilson, Scott, Mitchell, Gregory W., Pasher, Jon, McGovern, Mark, Hudson, Marie-Anne R., Fahrig, Lenore (2017). Influence of crop type, heterogeneity and woody structure on avian biodiversity in agricultural landscapes. Ecological Indicators. 83:218-226."
,,,,,,,,,,,,,,"Wood, Eric M., Swarthout, Sara Baker, Hochachka, Wesley M., Rohrbaugh, Ronald W., Rosengberg, Kenneth V., Rodewald, Amanda D. (2017). An improved survey method for monitoring population trends of Golden-winged Warblers and other patchily distributed birds. Journal of Field Ornithology. 88:321-424."
,,,,,,,,,,,,,,"Zhang, Mengdan, Lin, Yi (2017). The Relative Importance of Three Specific Climate Factors on North American Breeding Bird Species Richness. Forest. 14472:1455-1459."
,,,,,,,,,,,,,,"Zimmerman, Guthrie S., Sauer, John R., Boomer, Scott G., Devers, Patrick K., Garrettson, Pamela R. (2017). Integrating Breeding Bird Survey and demographic data to estimate Wood Duck population size in the Atlantic Flyway. Condor. 119:616-628."
,,,,,,,,,,,,,,"Erwin, Michael R., Blohm, Robert J.  ""Migratory Bird Program at the U.S. Geological Survey  Patuxent Wildlife Research Center/U.S. Fish and Wildlife  Service Patuxent Research Refuge: Transformations in  Management and Research"" The History of Patuxtent: America's Wildlife Research Story U.S. Geological Survey. 2017. 29-44"
,,,,,,,,,,,,,,"Sauer, John  ""Patuxtent's Role in the Development of the North American Breeding Bird Survey"" The History of Patuxtent: America's Wildlife Research Story U.S. Geological Survey. 2017. 29-44"
,,,,,,,,,,,,,,"Linz, George M., Klug, Page E., Dolbeer, Richard A.  ""Ecology and Management of Red-Winged Blackbirds"" Ecology and Management of Blackbirds (Icteridae) in North America CRC Press. 2017."
,,,,,,,,,,,,,,"Twedt, Daniel J.  ""Ecology of Yellow-Headed Blackbirds"" Ecology and Management of Blackbirds (Icteridae) in North America CRC Press. 2017."
,,,,,,,,,,,,,,"Dolbeer, Richard A.  ""Dynamics and Management of Blackbird Populations"" Ecology and Management of Blackbirds (Icteridae) in North America CRC Press. 2017."
,,,,,,,,,,,,,,"Rich, Jonathan Are Species' Geographic Ranges Mainly Determined by Climate?. Ottawa, Ontario:M.S. thesis, University of Ottawa, 2017."
,,,,,,,,,,,,,,"Moffitt, Emily B. Using Stable Isotope Analysis to Infer Breeding Latitude and Migratory Timing of Juvenile Pacific Slope Flycatchers (Empidonax difficilis). Ann Arbor, Michigan:M.S. thesis, San Jose State University, 2017."
,,,,,,,,,,,,,,"Richard Herse, Mark Landscape ecology of two species of declining grassland sparrows. Manhattan, Kansas:M.S. thesis, Montana State University, 2017."
,,,,,,,,,,,,,,"Siemonsma, Dawn L. A Comparison of Land use and Land Cover in Public Lands of the Northwestern Great Plains and High Plains Ecoregions and the Implications for Grassland Birds. Brookings:M.S. thesis, South Dakota State University, 2017."
,,,,,,,,,,,,,,"Bateman, Brooke L., Pidgeon, Anna M., Radeloff, Volker, C., Flather, Curtis H., VanDer Wal, Jeremy, Akçakaya, H. Resit, Thogmartin, Wayne E., Albright, Thomas P., Vavrus, Stephen J., Heglund, Patricia J. (2016). Potential breeding distributions of U.S. birds predicted with both short-term variability and long-term average climate data. Ecological Applications. 26:2720-2731."
,,,,,,,,,,,,,,"Jarzyna, Marta A., Jetz, Walter (2016). Detecting the Multiple Facets of Biodiversity. Trends in Ecology and Evolution. 31:527-538."
,,,,,,,,,,,,,,"Losin, Neil, Drury, Jonathan P., Peiman, Kathryn S., Storch, Chaya, Grether, Gregory F. (2016). The ecological and evolutionary stability of interspecific territoriality. Ecology Letters. 19:260–267."
,,,,,,,,,,,,,,"Rushing, Clark S., Ryder, Thomas B., Marra, Peter P. (2016). Quantifying drivers of population dynamics for a migratory bird throughout the annual cycle. Proceedings of the Royal Society B. 283:1-10."
,,,,,,,,,,,,,,"Steen, Valerie A., Skagen, Susan K., Melcher, Cynthia P. (2016). Implications of Climate Change for Wetland-Birds in the Prairie Pothole Region. Wetlands. 36:445–459."
,,,,,,,,,,,,,,"Baldridge, Elita, Harris, David J., Xiao, Xiao, White, Ethan P. (2016). An extensive comparison of species-abundance distribution models. PeerJ. 4:1 to 14."
,,,,,,,,,,,,,,"Bateman, Brooke L., Pidgeon, Anna M., Radeloff, Volker C., Vanderwal, Jeremy, Thogmartin, Wayne E., Vavrus, Stephen J., Heglund, Patricia J. (2016). The pace of past climate change vs. potential bird distributions and land use in the United States. Global Change Biology. 22:1130–1144."
,,,,,,,,,,,,,,"Beston, Julie A., Diffendorfer, Jay E., Loss, Scott R., Johnson, Douglas H. (2016). Prioritizing Avian Species for Their Risk of Population-Level Consequences from Wind Energy Development. PLoS One. 11:1-19."
,,,,,,,,,,,,,,"Billerman, Shawn M., Murphy, Melanie A., Carling, Matthew D. (2016). Changing climate mediates sapsucker (Aves: Sphyrapicus hybrid zone movement. Ecology and Evolution. 6:7976-7990."
,,,,,,,,,,,,,,"Bridge, Eli S., Pletschet, Sandra M., Fagin, Todd, Chilson, Phillip B.,  Horton, Kyle G., Broadfoot, Kyle R., Kelly, Jeffrey F. (2016). Persistence and habitat associations of Purple Martin roosts quantified via weather surveillance radar. Landscape Ecology. 31:43-53."
,,,,,,,,,,,,,,"Brown, David, Miller, Gail (2016). Band recoveries reveal alternative migration strategies in American Robins. Animal Migration. 3:35-47."
,,,,,,,,,,,,,,"Caz, Taylor M., Stutchbury, Bridget J.M. (2016). Effects of breeding versus winter habitat loss and fragmentation on the population dynamics of a migratory songbird. Ecological Applications. 26:424–437 ."
,,,,,,,,,,,,,,"Clement, Matthew J., Hines, James E., Nichols, James D., Pardieck, Keith L., Ziolkowski Jr, David J. (2016). Estimating indices of range shifts in birds using dynamic models when detection is imperfect. Global Change Biology. 22:3273–3285 ."
,,,,,,,,,,,,,,"Correll, M.D., Wiest, W.A., Olsen, Brian J., Shriver, Gregory W., Elphick, Chris S., Hodgman, Thomas P. (2016). Habitat specialization explains avian persistence in tidal marshes. Ecosphere. 7:13 pp."
,,,,,,,,,,,,,,"Downes, Constance M., Hudson, Marie-Anne R., Smith, Adam C., Francis, Charles M. (2016). The Breeding Bird Survey at 50: scientists and birders working together for bird conservation. Avian Conservation and Ecology. 11:8."
,,,,,,,,,,,,,,"Gagné, Sara A., Sherman, Peter J., Singh, Kunwar K. (2016). The effect of human population size on the breeding bird diversity of urban regions. Biodiversity and Conservation. 25:653–671 ."
,,,,,,,,,,,,,,"Golding, Nick, Purse, Bethan V. (2016). Fast and flexible Bayesian species distributionmodelling using Gaussian processes. Methods in Ecology and Evolution. 7:598-608."
,,,,,,,,,,,,,,"González Afanador, Edith, Kjelland, Michael E., Wu, Ben X., Wilkins, Neal, Grant, William E. (2016). Ownership property size, landscape structure, and spatial relationships in the Edwards Plateau of Texas (USA): landscape scale habitat management implications. Environment Systems and Decisions. 36:310-328."
,,,,,,,,,,,,,,"Gorzo, Jessica M., Pidgeon, Anna M., Thogmartin, Wayne E., Allstadt, Andrew J., Radeloff, Volker C., Heglund, Patricia J., Vavrus, Stephen J. (2016). Using the North American Breeding Bird Survey to assess broad-scale response of the continent’s most imperiled avian community, grassland birds, to weather variability. Condor. 118:502-512."
,,,,,,,,,,,,,,"Hovick, Torre J., Allred Brady W., McGranahan, Devan A., Palmer, Michael W., Elmore, Dwayne, Fuhlendorf, Samuel D. (2016). Informing conservation by identifying range shift patterns across breeding habitats and migration strategies. Biodiversity and Conservation. 25:345–356."
,,,,,,,,,,,,,,"Huang, Qiongyu, Sauer, John R., Swatantran, Anu, Dubayah, Ralph (2016). A centroid model of species distribution with applications to the Carolina wren Thryothorus ludovicianus and house finch Haemorhous mexicanus in the United States. Ecography. 39:54–66."
,,,,,,,,,,,,,,"Klingbeil, Brian T., Willig, Michael R. (2016). Community assembly in temperate forest birds: habitat filtering, interspecific interactions and priority effects. Evolutionary Ecology. 30:703-722."
,,,,,,,,,,,,,,"LeBrun, Jaymi J., Thogmartin, Wayne E., Thompson, Frank R., Dijak, William D., Millspaugh, Joshua J. (2016). Assessing the sensitivity of avian species abundance to land cover and climate. Ecosphere. 7:1-23."
,,,,,,,,,,,,,,"Link, William A., Sauer, John R. (2016). Bayesian cross-validation for model evaluation and selection, with application to the North American Breeding Bird Survey. Ecology. 97:1746–1758 ."
,,,,,,,,,,,,,,"Link, William A., Sauer, John R. (2016). Modeling participation duration, with application to the North American Breeding Bird Survey. Communications in Statistics - Theory and Methods. 45:6311-6320."
,,,,,,,,,,,,,,"Locey, Kenneth J., Lennon, Jay T. (2016). Scaling laws predict global microbial diversity. Proceedings of the National Academy of Sciences of the United States of America. 113:5970–5975."
,,,,,,,,,,,,,,"Matthews, Alix E., Ellis, Vincenzo A., Hanson, Alison A., Roberts, Jackson R., Ricklefs, Robert E., Collins, Michael D. (2016). Avian haemosporidian prevalence and its relationship to host life histories in eastern Tennessee. Journal of Ornithology. 157:533–548."
,,,,,,,,,,,,,,"McNair, Douglas B. (2016). Population Status of the Eastern Phoebe in South-Central North Carolina: Breeding Increase at Water-Based Anthropogenic Sites Congruent with Breeding Bird Survey (BBS) and Christmas Bird Count (CBC) Data. Southeastern Naturalist. 15:299-341."
,,,,,,,,,,,,,,"Miller, Robert A., Paprocki, Neil, Stuber, Matthew J., Moulton, Colleen E., Carlisle, Jay D. (2016). Short-eared Owl (Asio flammeus) surveys in the North American Intermountain West: utilizing citizen scientists to conduct monitoring across a broad geographic scale. Avian Conservation and Ecology. 11:1-9."
,,,,,,,,,,,,,,"Naujokaitis-Lewis, Fortin, Marie-Josée (2016). Spatio-temporal variation of biotic factors underpins contemporary range dynamics of congeners. Global Change Biology. 22:1201–1213."
,,,,,,,,,,,,,,"Ralston, Joel, Deluca, William V., Feldman, Richard E., King, David I. (2016). Realized climate niche breadth varies with population trend and distribution in North American birds. Global Ecology and Biogeography. 25:1173-1180."
